tt,mm,f1,f3,f4,f5,f6,f7,soilstor,epxstor,kststor1,kststor2,soil18o,epx18o,kststor118o,kststor218o,dpdf[0],stal1d18o,stal2d18o,stal3d18o,stal4d18o,stal5d18o,drip_int_stal1,drip_int_stal4,drip_int_stal3,drip_int_stal2,drip_int_stal5,cave_temp
122,2,0.0,1.5619611273249756,0,2.1058942960789846,0.07848659633124132,0,0.0,177.22208860523324,400.0,39.16481156928942,-2.2588232,-2.4227085985164845,-3.2861494219429561,-4.0,15.49465438306376,-3.2471487712535385,-2.9166574882892871,-2.7781453626618546,-1.7327750745613768,-2.7900178187213465,1307,866,249,230,256,12.039165694444446
123,3,0.0,1.417776708841866,0,2.1318209416705765,0.07832962313857884,0,0.0,160.33061704468005,400.0,39.08648194615084,-1.2383601,-2.3804281015164843,-3.2458353353935756,-4.0,14.064344951711309,-3.4338958965346444,-2.6688285086532426,-2.6726445878343386,-1.8392360421958243,-2.8167605438587096,1294,946,232,227,253,12.03275875
124,4,13.435380000000002,1.3901279763574406,0,2.2240408487438983,0.07817296389230169,0,53.74152,158.58579954285682,400.0,39.00830898225854,-1.480507,-2.3108472734228056,-3.1928878448285429,-4.0,13.79006952546581,-3.2865753827445721,-2.4996137651956962,-2.6300430361818616,-1.635425752784303,-2.7043830513008293,1348,995,205,192,263,12.008175416666667
125,5,19.250674,1.4226917883428547,0,2.180061903636529,0.07801661796451709,0,77.00269599999999,162.30067921415284,400.0,38.930292364294026,-1.5667298641093774,-2.230297083807371,-3.146468676531291,-4.0,14.113102540361117,-3.2297366532489935,-2.4869291256102155,-2.5519212544706793,-1.5087472346663189,-2.6431478591593116,1345,968,219,177,262,12.054231805555556
126,6,24.6912392,1.4959353473132229,0,2.1888131004558256,0.07786058472858805,0,98.7649568,170.65630442149245,400.0,38.852431779565435,-2.2259154474593044,-2.2297185131820996,-3.1663435186652618,-4.0,14.839678645347169,-2.8937251050777935,-2.726563311312491,-2.816652912579376,-1.2376411906747098,-2.5606750972776426,1266,864,202,174,246,12.098273055555556
127,7,52.97779936,1.7890728302519396,0,2.3305090826084625,0.07770486355913088,0,211.91119743999997,204.09742847514127,400.0,38.7747269160063,-2.5672927683698545,-2.309688163866113,-3.2068750968398732,-4.0,17.747602476099242,-3.1791516516016527,-3.1095479932382597,-2.8912119470347886,-1.5932807016644235,-2.6973764066886563,1335,761,172,150,259,12.134662361111111
128,8,60.0,2.1127794278011303,0,2.2834900717528894,0.0775494538320126,0,240.0,241.02587712355293,400.0,38.69717746217429,-2.0473990196774263,-2.250098985954816,-3.1639121722894772,-4.0,20.958771923787214,-3.2051030045189277,-2.8595176057935046,-2.679790227900325,-1.5950574362874059,-2.6693806471347337,1230,592,169,125,238,12.120415138888887
129,9,60.0,2.4082070169884235,0,2.2908125996777451,0.07739435492434858,0,240.0,274.7282564980394,400.0,38.61978310724994,-1.6419101545698966,-2.128875753481291,-3.1904579123576036,-4.0,23.889413608525164,-3.0070155479905436,-2.8430599819291302,-2.8464855912656573,-1.381550022273581,-2.6348396692085219,1206,508,165,128,233,12.136804027777778
130,10,35.276669999999996,2.480039411984315,0,2.1822106478437382,0.07723956621449987,0,141.10667999999998,282.9228961191707,400.0,38.542543541035435,-1.0120870404716227,-2.00179200893049,-3.1437321210213627,-4.0,24.601990966884404,-3.0837797405408596,-2.7976222726432409,-2.5927002523611353,-1.3050655874415895,-2.6088271026845078,1240,506,202,150,239,12.123897083333336
131,11,5.401415999999995,2.306594496953365,0,2.117465889846244,0.07708508708207087,0,21.60566399999998,260.3469886428937,400.0,38.46545845395337,-0.8046559647850986,-1.8972533635955535,-3.1000004854072434,-4.0,22.88141740977738,-3.1624881147486184,-2.5512607462807591,-2.5617441112671946,-1.2299501029321425,-2.593257812645744,1263,560,233,199,243,12.148134583333334
132,12,0.0,2.0827759091431495,0,2.1442950083083292,0.07693091690790674,0,0.0,235.0421812150505,400.0,38.38852753704546,-0.8935475597740923,-1.8204265285955534,-3.0653182180495921,-4.0,20.661137018700042,-3.1790463590485318,-2.6664304711516706,-2.690061565507107,-1.139009935482771,-2.5662641127077723,1364,668,240,231,262,12.209305416666666
133,1,0.0,1.8803374497204042,0,2.0989504192658539,0.07677705507409092,0,0.0,213.2530428641037,400.0,38.31175048197137,-1.1646816,-1.7827509265955535,-3.0199561590001172,-4.0,18.652947501226407,-3.4449088877799294,-2.5920613107295321,-2.464210630902075,-1.2843197461170908,-2.6138480187246627,1299,700,248,227,249,12.160156805555555
134,2,0.0,1.7060243429128295,0,2.1090969213003268,0.07662350096394274,0,0.0,193.7528307394956,400.0,38.23512698100743,-0.46329370000000014,-1.7566381375955535,-2.9660790919432882,-4.0,16.92376148169527,-3.2771592735038046,-1.9614776604388595,-2.0974414850126744,-1.1143530645784105,-2.5028250907309646,1339,792,250,249,256,12.194369305555558
135,3,0.0,1.550022645915965,0,2.1301604958699638,0.07647025396201487,0,0.0,175.49672994609327,400.0,38.15865672704542,-1.5647465000000003,-1.7167425325955536,-2.9225483683378672,-4.0,15.376224647486373,-3.4605489927989064,-2.1231769744249895,-2.51921181089243,-1.2116574387956991,-2.5217548785851918,1326,864,236,231,253,12.163904027777779
136,4,17.632920000000002,1.5450371995687462,0,2.2760910362406874,0.07631731345409083,0,70.53168000000001,176.25784372680258,400.0,38.08233941359133,-3.873721,-1.9136767100669116,-3.105995451826185,-4.0,15.326769019721963,-3.3213655561282751,-3.2742132920078326,-3.3224130989294443,-1.2903121243720284,-2.6546610468539678,1381,895,192,182,263,12.182283194444441
137,5,44.63271800000001,1.7671244938144208,0,2.3455033447384741,0.07616467882718266,0,178.53087200000002,201.59356225434914,400.0,38.006174734764144,-3.567544792266783,-2.2478540834456986,-3.2709569850231697,-4.0,17.529874978639054,-3.2527960456303351,-3.8898533446026784,-3.2748878832893347,-1.5899897992095458,-2.7936181987631148,1378,779,173,139,262,12.176325138888888
138,6,58.4002744,2.0799506932347933,0,2.2863609056189005,0.07601234946952828,0,233.6010976,237.28077508422518,400.0,37.930162385294615,-4.2983121290879005,-2.7084315880978234,-3.4934564752455786,-4.0,20.633110876889145,-2.8998103804238617,-4.1267517701832901,-3.6989130888327448,-1.8409622548168914,-2.9002193630977002,1297,622,176,129,246,12.157776527777774
139,7,60.0,2.3782462006738014,0,2.3875346484727471,0.07586032477058924,0,240.0,271.31032657286727,400.0,37.85430206052403,-3.4427015731122173,-2.856628857458352,-3.5009874172550632,-4.0,23.59220231068411,-3.1838761485311062,-3.9209009471373735,-3.1707619656651254,-2.209170296439078,-2.9999577968892188,1368,572,163,131,259,12.174119166666667
140,8,42.484542000000005,2.510358948582938,0,2.1634330874719452,0.07570860412104806,0,169.938168,286.38174885434154,400.0,37.77859345640298,-2.993089678724753,-2.875104224881707,-3.4466570749558882,-4.0,24.902760769942745,-3.2264515104407643,-3.1305704269848356,-2.9601617968723071,-2.2797183132537979,-2.9771787196702926,1259,498,210,138,238,12.238141388888888
141,9,35.7515136,2.5770660996347323,0,2.2204383858571308,0.07555718691280597,0,143.00605439999998,293.99170064633023,400.0,37.70303626949018,-1.9763550575510815,-2.7753577943703163,-3.3659758402198334,-4.0,25.564495708376544,-3.0239468923249913,-2.711484203117065,-2.7086542492243959,-2.069631627604207,-2.8329159923212721,1235,475,188,170,233,12.244901111111112
142,10,23.44157088,2.539466172210642,0,2.2185730839725819,0.07540607253898035,0,93.76628351999999,289.70230092579004,400.0,37.627630196951195,-0.9483484319154953,-2.6404381961112033,-3.3000802432972796,-4.0,25.19150442832957,-3.1093561824517835,-2.5780226898153291,-2.6993842478579833,-1.9796848565717395,-2.7953959213099511,1270,494,195,163,239,12.267926111111112
143,11,13.635796704,2.42670478103832,0,2.2307903171696819,0.07525526039390239,0,54.543186816,276.83848142085156,400.0,37.55237493655729,-0.7850275682647181,-2.5570329057060626,-3.3232082581960984,-4.0,24.072911427900134,-3.1965570318051029,-3.0212387787112993,-3.1353141931635964,-1.9411845533435779,-2.8544131465734202,1294,526,195,165,243,12.327828888888892
144,12,0.0,2.2147078513668124,0,2.1353070647257897,0.07510474987311459,0,0.0,249.29862698392597,400.0,37.47727018668418,-0.16045402807135561,-2.4563755647060628,-3.2701359156665935,-4.0,21.96990188555878,-3.2070483339461386,-2.7442642041168863,-2.4520197402667643,-1.8190511163924672,-2.8025140662011339,1398,630,249,202,262,12.358234444444449
145,1,0.0,1.9943890158714077,0,2.1090471487148315,0.07495454037336836,0,0.0,226.1193654306102,400.0,37.40231564631081,-1.3876215000000003,-2.414359559706063,-3.2368864703460178,-4.0,19.784339037444365,-3.4821522723447185,-2.4120389014742338,-2.7585845977391443,-1.9610001081926676,-2.8699650226136075,1331,660,246,234,249,12.341074722222224
146,2,0.0,1.8089549234448816,0,2.1304427504016177,0.07480463129262162,0,0.0,205.42916246659212,400.0,37.32751101501819,-2.8023348,-2.386267103706063,-3.211427470447906,-4.0,17.944832840573227,-3.3174235141998354,-2.8245900362974252,-2.9289710414271974,-1.7970564282079327,-2.7912262306523106,1371,747,244,241,256,12.396444166666669
147,3,0.0,1.643433299732737,0,2.1372777541670094,0.07465502203003638,0,0.0,185.99202503351063,400.0,37.25285599298815,-2.8306442,-2.341541729706063,-3.1997147224353366,-4.0,16.30285833334875,-3.5169732575557333,-3.2795418338549265,-3.1420407651133742,-1.8997176699099283,-2.8570090933006664,1358,816,236,226,253,12.431928888888894
148,4,0.0,1.4879362002680852,0,2.0984517102628901,0.0745057119859763,0,0.0,168.82804772658315,400.0,37.178350281002174,-0.468136,-2.314070309706063,-3.1706472306689757,-4.0,14.760327106659403,-3.3780980022826146,-2.6279826424191466,-2.3332661765143037,-1.7432969603446979,-2.778020343555454,1414,934,258,242,263,12.457345138888897
149,5,13.983294,1.4624907338126651,0,2.2224773586806497,0.07435670056200434,0,55.933176,166.84094291334884,400.0,37.10399358044017,-2.6295823,-2.338203915855094,-3.171342760156834,-4.0,14.50790807942164,-3.3104651950611741,-2.4517305009803536,-2.8971352357693991,-1.7068814951405331,-2.7538129642694642,1412,942,208,205,262,12.45873388888889
150,6,56.1022152,1.7835452649067907,0,2.4197030158049042,0.07420798716088034,0,224.4088608,203.46684382056668,400.0,37.029785593279286,-3.133300320216993,-2.538284824189489,-3.3164135254492768,-4.0,17.692769027875364,-2.9503315267545016,-3.251707409285931,-3.1511787392327628,-1.6720469443101127,-2.7785437863678819,1328,725,148,128,246,12.42799916666667
151,7,60.0,2.1077347505645334,0,2.3723301869180817,0.07405957118655858,0,240.0,240.45038034440196,400.0,36.955726022092726,-3.436688248250359,-2.74288060809148,-3.5306647125500383,-4.0,20.908728725600174,-3.2261184116513242,-3.8459036607327857,-3.5916592976256156,-2.1140316528708292,-3.0746241441284017,1401,646,165,116,259,12.387675138888891
152,8,60.0,2.403603042755216,0,2.2830230802976921,0.07391145204418545,0,240.0,274.203035117515,400.0,36.88181457004854,-2.369008827354137,-2.6682183400040613,-3.4397090879343208,-4.0,23.84374218413174,-3.2546265480521974,-3.4208880517520024,-2.9068321179298584,-2.095317784997941,-3.0018917720849858,1290,520,172,122,238,12.38794319444445
153,9,60.0,2.6736242809401203,0,2.3248543674751336,0.07376362914009708,0,240.0,305.0070579696489,400.0,36.808050940908444,-1.555296631009563,-2.4684137436269222,-3.398797986771001,-4.0,26.52235286692599,-3.0395890905091649,-2.855009465443259,-2.9488826832334558,-1.7934341404930443,-2.8869327875475914,1266,458,160,127,233,12.346925138888892
154,10,26.034143999999998,2.6483296157571914,0,2.1328618003936244,0.07361610188181689,0,104.13657599999999,302.1214425655804,400.0,36.734434839026626,-1.3629365851454553,-2.3814754671786145,-3.3583460382223427,-4.0,26.271429788311337,-3.1144919690087036,-2.9462057327360736,-2.8865652986843626,-1.7403434724089228,-2.8634233700201017,1301,474,225,158,239,12.314480694444445
155,11,4.222675199999998,2.4507529421246437,0,2.1653131925712286,0.07346886967805326,0,16.89070079999999,276.5666436164148,400.0,36.660965969348574,-0.4931805070623553,-2.2662363522060436,-3.2923822969003242,-4.0,24.31146918587646,-3.1929893349391669,-2.6654332672383374,-2.6288270800821634,-1.6501133882496077,-2.8238994646831994,1325,527,217,206,243,12.329382083333332
156,12,0.0,2.2125331489313185,0,2.108218034016212,0.07332193193869715,0,0.0,250.47038653008482,400.0,36.58764403740987,-0.5130740815275229,-2.2081744992060437,-3.2505460967769459,-4.0,21.94832883739868,-3.2021295093449531,-2.4150420579963638,-2.6005482981024119,-1.5704541536882832,-2.7816212918098104,1432,627,258,232,262,12.352080694444446
157,1,0.0,2.003763092240679,0,2.1075183141842264,0.07317528807481975,0,0.0,227.5022909628166,400.0,36.51446874933505,-1.57330865,-2.175564421206044,-3.2091048846410981,-4.0,19.87732987502753,-3.4888850939175375,-2.5420968150771106,-2.714325075649282,-1.7312093177442867,-2.8507277164181444,1363,656,246,243,249,12.380691805555553
158,2,0.0,1.8200183277025328,0,2.1053865685616038,0.07302893749867011,0,0.0,206.85514870430492,400.0,36.44143981183638,-2.03103663,-2.152388157606044,-3.1688639967740646,-4.0,18.054581810809125,-3.3116262440597843,-2.5302332232928215,-2.6564501859062117,-1.5614569011939139,-2.7458692886218605,1404,742,252,250,256,12.383372361111117
159,3,0.0,1.6548411896344395,0,2.1211173269771688,0.07288287962367276,0,0.0,187.95512839349684,400.0,36.36855693221271,-2.11769173,-2.127513522006044,-3.1287012901562079,-4.0,16.41602460117364,-3.5035078168436096,-2.6508530833906363,-2.7313674752241779,-1.6749051509454826,-2.7742238934330699,1391,807,243,240,253,12.37757930555556
160,4,2.441760000000001,1.5231751071479747,0,2.1894480758053647,0.07273711386442543,0,9.767040000000003,172.18018957466012,400.0,36.295819818348285,-1.197744,-2.0686900999137916,-3.0890347960533631,-4.0,15.109897062907908,-3.3548841016382003,-2.6437123490522518,-2.6761248054394393,-1.4802075592600383,-2.6759735049826094,1449,916,222,215,263,12.361644166666668
161,5,23.179976000000007,1.562881324597281,0,2.2950375774441496,0.07259163963669657,0,92.71990400000001,178.29350151005784,400.0,36.22322817871159,-3.3715111315410264,-2.2232730987384595,-3.2368834397740613,-4.0,15.503782740005029,-3.2784707788302558,-3.2637935525711148,-3.3064631767047992,-1.5747041461402489,-2.7907358406350502,1446,881,186,165,262,12.323490694444448
162,6,31.5264808,1.6785598584804629,0,2.2346038599636602,0.07244645635742318,0,126.1059232,191.4901086554512,400.0,36.15078172235416,-2.615474762571926,-2.2822033211531294,-3.2159612699750459,-4.0,16.65131379612619,-2.9155322422762531,-3.3022849536797905,-2.7737040255797485,-1.367452067834396,-2.649610533326241,1360,770,191,145,246,12.289449583333337
163,7,57.23364464,1.9897900263636095,0,2.346811002093999,0.07230156344470832,0,228.93457856,226.99524620756057,400.0,36.07848015890945,-3.1044958796105364,-2.4714204725402076,-3.3504959653580468,-4.0,19.73871706152701,-3.1996106915189726,-3.3346309121079498,-3.2788167531061507,-1.8079057326448877,-2.8716927148790816,1435,684,171,143,259,12.279950000000003
164,8,55.383709712,2.2590316473564847,0,2.2382991577281546,0.0721569603178189,0,221.534838848,257.7103303304277,400.0,36.00632319859163,-3.056435000741911,-2.5861608741459685,-3.421212368148435,-4.0,22.409593941776325,-3.2311889234631908,-3.7703286298989003,-3.401058699844195,-1.9811401617436664,-2.9637301938798544,1321,554,184,131,238,12.29492736111111
165,9,31.876587769599997,2.316695344800222,0,2.1518346319493982,0.07201264639718326,0,127.50635107839999,264.2886049348093,400.0,35.93431055219445,-2.4876869143323335,-2.575321248365859,-3.3662929912449568,-4.0,22.9816178204182,-3.0304374676255463,-3.2334057265773763,-2.7755435369020143,-1.8559071348019929,-2.8505642607590254,1296,528,209,165,233,12.328385694444442
166,10,6.88676221568,2.1694029372039143,0,2.1430662179066213,0.0718686211043889,0,27.547048862719997,245.01085990056384,400.0,35.86244193109006,-1.4921595638147371,-2.4754598554714633,-3.2962569889955189,-4.0,21.52047713706283,-3.105592403310542,-2.4262865960094082,-2.488322996961001,-1.7768860083300364,-2.7969408962376097,1332,585,218,197,239,12.293610694444443
167,11,0.0,1.9600868792045107,0,2.1335148187912192,0.07172488386218012,0,0.0,220.95433917965056,400.0,35.79071704722788,-0.7768214946839751,-2.3958886954714633,-3.25007092789216,-4.0,19.44406184170875,-3.184829225128305,-2.3645660362987542,-2.665346663034196,-1.7258048281959537,-2.7773034501635818,1357,659,226,208,243,12.309113472222226
168,12,0.0,1.7676347134372046,0,2.1397487040121272,0.07158143409445576,0,0.0,199.6514683089163,400.0,35.719135613133425,-1.4738401999999997,-2.3358797014714634,-3.2203611539755976,-4.0,17.534936357297067,-3.1970124065787697,-2.7205522744058186,-2.8266428488719075,-1.6473894522570642,-2.7498637820613236,1467,787,240,225,262,12.34466902777778
169,1,0.0,1.5972117464713305,0,2.1466768962201574,0.07143827122626685,0,0.0,180.73866533744936,400.0,35.64769734190716,-2.7999593,-2.2917421804714633,-3.2142044973048938,-4.0,15.844340524995598,-3.4921332303410324,-3.2021799223189706,-3.1324447886452722,-1.829567831550194,-2.8609356747282266,1397,826,224,208,249,12.404346805555555
170,2,0.0,1.445909322699595,0,2.0897818207664671,0.07129539468381432,0,0.0,163.65399673356978,400.0,35.576401947223346,-2.9560162000000005,-2.2528820164714634,-3.1818823871572972,-4.0,14.343420481179981,-3.3222418238283424,-3.3251361467858676,-3.0408166718575158,-1.6356634483246646,-2.7723677306730199,1439,938,254,230,256,12.446846805555559
171,3,0.0,1.3092319738685583,0,2.0859313255037528,0.0711528038944467,0,0.0,148.62959156892515,400.0,35.505249143328896,-3.48405299,-2.2310542561714635,-3.1517864309512773,-4.0,12.987581180776099,-3.5132392290440073,-3.3497458404796454,-3.0744972692826611,-1.7690076147196532,-2.8086573316676855,1425,1021,250,249,253,12.430045416666669
172,4,11.533080000000002,1.2813013725514013,0,2.2212207942208551,0.0710104982866578,0,46.13232000000001,146.17086058066386,400.0,35.434238645042235,-2.5797550000000005,-2.2561636873219255,-3.1907270706724926,-4.0,12.710509615709901,-3.3700763359684194,-3.3268485124022806,-3.0710637054703893,-1.6625420563430859,-2.7951218599697736,1484,1079,205,204,263,12.44333152777778
173,5,20.25707,1.3314234446453108,0,2.2211508461826872,0.07086847729008447,0,81.02828,151.88878656513705,400.0,35.36337016775215,-3.2128543601036874,-2.3726089850509284,-3.2952673208550634,-4.0,13.207720570881484,-3.3022436587660797,-3.6358665787014077,-3.3913284108243458,-1.7235803988668863,-2.875278248487767,1481,1034,203,167,262,12.446871111111115
174,6,35.466856,1.4988451405210965,0,2.2467575675190181,0.0707267403355043,0,141.86742399999997,170.98825363064668,400.0,35.29264342741665,-3.112790262343846,-2.5127270109412727,-3.3390097174016766,-4.0,14.868543793969277,-2.9531823955741832,-3.6130745632503292,-3.1052920106546811,-1.601557389173669,-2.8151566700941322,1394,863,183,151,246,12.496333055555557
175,7,59.485146799999995,1.8437872034451734,0,2.3261424048295338,0.0705852868548333,0,237.94058719999998,210.3392441690254,400.0,35.22205814056181,-3.5896971200881547,-2.79069281923893,-3.5161524265936084,-4.0,18.290369058176122,-3.2442555419192054,-3.7774210153497245,-3.571958381017426,-2.1578026291058094,-3.0843968775650099,1470,738,172,140,259,12.503184444444447
176,8,60.0,2.162713953352203,0,2.2735329700655913,0.07044411628112363,0,240.0,246.72240779841934,400.0,35.15161402428069,-3.123038572176174,-2.86445475209307,-3.5405471989076642,-4.0,21.454122417253856,-3.2746268152150648,-3.7886895944514443,-3.3317669251488047,-2.2967813743489662,-3.1295988177161282,1354,578,171,126,238,12.515013611111115
177,9,52.94952000000001,2.3973754223873547,0,2.236447220842666,0.07030322804856139,0,211.79808000000003,273.49258818594944,400.0,35.08131079623213,-2.3144280019611685,-2.767269631616137,-3.5109282518791352,-4.0,23.781964190082558,-3.0766787593423661,-3.3235066540466818,-3.1165158024620832,-2.1070375546703435,-3.0460506127458764,1328,511,178,137,233,12.573392777777784
178,10,28.302976000000015,2.4143645134875955,0,2.1531790256274665,0.07016262159246427,0,113.21190400000005,275.4307036986649,400.0,35.011148174639665,-1.6202536372935863,-2.6597002369283977,-3.4403822798410051,-4.0,23.950495973796947,-3.1650922495672917,-2.8069660561380605,-2.7318180232491773,-2.0530579028098517,-3.0040975824219274,1365,520,212,167,239,12.595224722222227
179,11,11.45604080000001,2.2950939559893193,0,2.1628135751468789,0.07002229634927933,0,45.82416320000003,261.8243184992615,400.0,34.941125878290386,-1.04907371930943,-2.5953842535195144,-3.3981902493707477,-4.0,22.767332043414044,-3.2516742700740009,-2.6833379252493295,-2.9504247742330181,-2.0317593594058048,-2.9949313779761289,1390,556,214,192,243,12.639623333333333
180,12,0.0,2.094594547994092,0,2.1306874651364813,0.06988225175658078,0,0.0,236.78249303516597,400.0,34.871243626533804,-1.207540102986248,-2.5303186635195143,-3.369297089291956,-4.0,20.77837791610139,-3.2610778345179003,-3.0070013801456463,-3.0462543440178402,-1.9441894958202033,-2.9647936662408059,1502,663,245,218,262,12.658667777777783
181,1,0.0,1.8942599442813277,0,2.1094044348692438,0.06974248725306761,0,0.0,214.69070754361388,400.0,34.80150113928074,-2.2470862,-2.4881246565195143,-3.3381318996071823,-4.0,18.791058647270773,-3.5540245713487906,-3.2120489484308568,-3.128815378755756,-2.1061583837955755,-3.0482228988903959,1430,695,243,228,249,12.698049722222223
182,2,0.0,1.717525660348911,0,2.1076512494015303,0.06960300227856148,0,0.0,194.98311233260378,400.0,34.731898137002176,-2.7013381,-2.4595582065195143,-3.3080924983631568,-4.0,17.037854550661198,-3.3760925731834979,-3.1327484482371881,-3.0438728768324985,-1.9274316936074287,-2.9545253895214563,1474,787,250,245,256,12.710549722222222
183,3,0.0,1.5598648986608303,0,2.0948641344674725,0.06946379627400436,0,0.0,177.2357326092275,400.0,34.66243434072817,-2.93989807,-2.4381485556195144,-3.2777629096740157,-4.0,15.473859794715436,-3.5716308010126374,-3.1841335010857064,-3.0888324793709732,-2.0510931894048845,-2.9943303497129703,1459,856,251,246,253,12.7064275
